"level","unit_id","unit_title","passage_id","passage_order","sentence_id","sentence_order","sentence_pattern_id","pattern_name","pattern_cefr","is_new_sentence_pattern","lesson_id","lesson_title","sentence","translation","grammar","occurrence_id","token_order","token_id","lexeme_id","sense_id","type","answer","lemma","prompt","prompt_type","partOfSpeech","dictionary_pos","context_pos","semanticRole","chunk_id","chunk_text","chunk_translation","chunk_order","chunk_note","pattern_id","kk_us","ipa_us","ipa_standalone","ipa_in_sentence","kk","ipa","syllables","stress_syllable","display_syllables","note","audio_method","audio_status","word_audio_source","audio_source","sentence_audio_source","license","is_new_word","is_new_pattern","is_new_combination","is_new_content","qa_status"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l02-s01","2","b1-u01-l02-pattern","present perfect with never","B1","TRUE","b1-u01-l02","談未曾有過的經驗","I have never traveled alone before.","我以前從未獨自旅行過。","present perfect with never","b1-u01-l02-p01-s01-t04","4","travel-traveled-verb","travel","travel-verb-01","word","traveled","travel","旅行過","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","have-never-traveled","have never traveled","從未旅行過","1","never 放在 have 與過去分詞之間。","b1-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l02-s01","2","b1-u01-l02-pattern","present perfect with never","B1","TRUE","b1-u01-l02","談未曾有過的經驗","I have never traveled alone before.","我以前從未獨自旅行過。","present perfect with never","b1-u01-l02-p01-s01-t05","5","alone-alone-adverb","alone","alone-adverb-01","word","alone","alone","獨自","meaning","adverb 副詞","adverb 副詞","adverb 副詞","時間、方式或程度","","","","","","b1-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l02-s01","2","b1-u01-l02-pattern","present perfect with never","B1","TRUE","b1-u01-l02","談未曾有過的經驗","I have never traveled alone before.","我以前從未獨自旅行過。","present perfect with never","b1-u01-l02-p01-s01-t06","6","before-before-preposition","before","before-preposition-01","word","before","before","以前／在……之前","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","片語關係","","","","","","b1-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t01","1","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","FALSE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t02","2","was-was-auxiliary","was","was-auxiliary-01","word","was","was","是／正在（過去）","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","was-cooking","was cooking","當時正在煮飯","1","過去進行式描述當時持續中的動作。","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t03","3","cook-cooking-verb","cook","cook-verb-01","word","cooking","cook","正在煮飯","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","was-cooking","was cooking","當時正在煮飯","1","過去進行式描述當時持續中的動作。","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t04","4","when-when-conjunction","when","when-conjunction-01","word","when","when","當……時","grammar","conjunction 連接詞","conjunction 連接詞","conjunction 連接詞","子句連接","","","","","","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t05","5","you-you-pronoun","you","you-pronoun-01","word","you","you","你／你們","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t06","6","call-called-verb","call","call-verb-01","word","called","call","打電話給","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","","","","","","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l03-s01","3","b1-u01-l03-pattern","past continuous with when","B1","TRUE","b1-u01-l03","背景動作與插入事件","I was cooking when you called me.","你打電話給我時，我正在煮飯。","past continuous with when","b1-u01-l03-p01-s01-t07","7","me-me-pronoun","me","me-pronoun-01","word","me","me","我（受詞）","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b1-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t01","1","after-after-preposition","after","after-preposition-01","word","After","after","在……之後","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","片語關係","after-i-arrived-home","after I arrived home","我到家後","1","after 用來標示先發生的事件。","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","TRUE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t02","2","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","after-i-arrived-home","after I arrived home","我到家後","1","after 用來標示先發生的事件。","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t03","3","arrive-arrived-verb","arrive","arrive-verb-01","word","arrived","arrive","抵達","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","after-i-arrived-home","after I arrived home","我到家後","1","after 用來標示先發生的事件。","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t04","4","home-home-noun","home","home-noun-01","word","home","home","家","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","after-i-arrived-home","after I arrived home","我到家後","1","after 用來標示先發生的事件。","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t05","5","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t06","6","call-called-verb","call","call-verb-01","word","called","call","打電話給","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","","","","","","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t07","7","my-my-determiner","my","my-determiner-01","word","my","my","我的","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","","","","","","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u01","經驗、回憶與故事順序","b1-u01-p01","1","b1-u01-l04-s01","4","b1-u01-l04-pattern","past events with after","B1","TRUE","b1-u01-l04","依序敘述過去事件","After I arrived home I called my friend.","我到家後打電話給朋友。","past events with after","b1-u01-l04-p01-s01-t08","8","friend-friend-noun","friend","friend-noun-01","word","friend","friend","朋友","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b1-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t01","1","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t02","2","hope-hope-verb","hope","hope-verb-01","word","hope","hope","希望","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","hope-to","hope to","希望做某事","1","hope to 後接原形動詞。","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t03","3","to-to-preposition","to","to-preposition-01","word","to","to","不定詞標記／到","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","片語關係","hope-to","hope to","希望做某事","1","hope to 後接原形動詞。","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t04","4","study-study-verb","study","study-verb-01","word","study","study","學習","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","","","","","","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t05","5","english-english-noun","english","english-noun-01","word","English","english","英文","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t06","6","abroad-abroad-adverb","abroad","abroad-adverb-01","word","abroad","abroad","在國外","meaning","adverb 副詞","adverb 副詞","adverb 副詞","時間、方式或程度","","","","","","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t07","7","next-next-determiner","next","next-determiner-01","word","next","next","下一個","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","","","","","","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l01-s01","1","b1-u02-l01-pattern","hope to for future goals","B1","TRUE","b1-u02-l01","表達未來希望","I hope to study English abroad next year.","我希望明年到國外學英文。","hope to for future goals","b1-u02-l01-p01-s01-t08","8","year-year-noun","year","year-noun-01","word","year","year","年","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b1-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t01","1","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t02","2","am-am-auxiliary","am","am-auxiliary-01","word","am","am","是／正在","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","","","","","","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t03","3","save-saving-verb","save","save-verb-01","word","saving","save","正在儲蓄","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","saving-money","saving money","正在存錢","1","現在進行式描述目前持續的準備。","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t04","4","money-money-noun","money","money-noun-01","word","money","money","錢","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","saving-money","saving money","正在存錢","1","現在進行式描述目前持續的準備。","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t05","5","for-for-preposition","for","for-preposition-01","word","for","for","持續／為了","grammar","preposition 介系詞","preposition 介系詞","preposition 介系詞","片語關係","","","","","","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t06","6","my-my-determiner","my","my-determiner-01","word","my","my","我的","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","","","","","","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l02-s01","2","b1-u02-l02-pattern","present continuous for current preparation","B1","TRUE","b1-u02-l02","為計畫做準備","I am saving money for my trip.","我正在為旅行存錢。","present continuous for current preparation","b1-u02-l02-p01-s01-t07","7","trip-trip-noun","trip","trip-noun-01","word","trip","trip","旅行","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b1-u02-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B1","b1-u02","目標、希望與個人計畫","b1-u02-p01","1","b1-u02-l03-s01","3","b1-u02-l03-pattern","first conditional","B1","TRUE","b1-u02-l03","可能條件與結果","If I finish early I will meet you.","如果我提早完成，我會去見你。","first conditional","b1-u02-l03-p01-s01-t01","1","if-if-conjunction","if","if-conjunction-01","word","If","if","如果","grammar","conjunction 連接詞","conjunction 連接詞","conjunction 連接詞","子句連接","if-i-finish-early","if I finish early","如果我提早完成","1","第一條件句描述可能發生的未來情況。","b1-u02-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","TRUE","TRUE","TRUE","pilot_review_required"
