"level","unit_id","unit_title","passage_id","passage_order","sentence_id","sentence_order","sentence_pattern_id","pattern_name","pattern_cefr","is_new_sentence_pattern","lesson_id","lesson_title","sentence","translation","grammar","occurrence_id","token_order","token_id","lexeme_id","sense_id","type","answer","lemma","prompt","prompt_type","partOfSpeech","dictionary_pos","context_pos","semanticRole","chunk_id","chunk_text","chunk_translation","chunk_order","chunk_note","pattern_id","kk_us","ipa_us","ipa_standalone","ipa_in_sentence","kk","ipa","syllables","stress_syllable","display_syllables","note","audio_method","audio_status","word_audio_source","audio_source","sentence_audio_source","license","is_new_word","is_new_pattern","is_new_combination","is_new_content","qa_status"
"A1","a1-u1","打招呼與自我介紹","a1-u1-l3-p01","3","a1-u1-l3-p01-s01","1","fixed-social-expression","第一次見面的常用固定說法","A1","TRUE","a1-u1-l3","很高興認識你","Nice to meet you.","很高興認識你。","第一次見面時使用的常用表達。","a1-u1-l3-t04","4","you","you","you-general","word","you","you","你","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/ju/","/juː/","/juː/","","/ju/","/juː/","you","單音節","you","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u1","打招呼與自我介紹","a1-u1-l4-p01","4","a1-u1-l4-p01-s01","1","be-origin","be + from 表示來源","A1","TRUE","a1-u1-l4","我來自台灣","I am from Taiwan.","我來自台灣。","be from 表示來自某地","a1-u1-l4-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u1","打招呼與自我介紹","a1-u1-l4-p01","4","a1-u1-l4-p01-s01","1","be-origin","be + from 表示來源","A1","TRUE","a1-u1-l4","我來自台灣","I am from Taiwan.","我來自台灣。","be from 表示來自某地","a1-u1-l4-t02","2","am","be","be-identification","word","am","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/æm/","/æm/","/æm/","","/æm/","/æm/","am","單音節","am","am 只和 I 搭配。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u1","打招呼與自我介紹","a1-u1-l4-p01","4","a1-u1-l4-p01-s01","1","be-origin","be + from 表示來源","A1","TRUE","a1-u1-l4","我來自台灣","I am from Taiwan.","我來自台灣。","be from 表示來自某地","a1-u1-l4-t03","3","from","from","from-origin","word","from","from","來自","meaning","preposition 介系詞","preposition 介系詞","preposition 介系詞","一般","","","","","","","/frəm/","/frəm/","/frəm/","","/frəm/","/frəm/","from","單音節","from","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u1","打招呼與自我介紹","a1-u1-l4-p01","4","a1-u1-l4-p01-s01","1","be-origin","be + from 表示來源","A1","TRUE","a1-u1-l4","我來自台灣","I am from Taiwan.","我來自台灣。","be from 表示來自某地","a1-u1-l4-t04","4","taiwan","taiwan","taiwan-general","word","Taiwan","Taiwan","台灣","meaning","proper noun 專有名詞","proper noun 專有名詞","proper noun 專有名詞","人／事物／時間","","","","","","","/taɪˈwɑn/","/taɪˈwɑːn/","/taɪˈwɑːn/","","/taɪˈwɑn/","/taɪˈwɑːn/","Tai-wan","第二音節","Tai・wan","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l1-p01","1","a1-u2-l1-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","TRUE","a1-u2-l1","這是一本書","This is a book.","這是一本書。","This is ...","a1-u2-l1-t01","1","this","this","this-general","word","This","this","這個","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/ðɪs/","/ðɪs/","/ðɪs/","","/ðɪs/","/ðɪs/","This","單音節","This","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l1-p01","1","a1-u2-l1-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","TRUE","a1-u2-l1","這是一本書","This is a book.","這是一本書。","This is ...","a1-u2-l1-t02","2","is","be","be-identification","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l1-p01","1","a1-u2-l1-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","TRUE","a1-u2-l1","這是一本書","This is a book.","這是一本書。","This is ...","a1-u2-l1-t03","3","a","a","a-general","word","a","a","一個","grammar","article 冠詞","article 冠詞","article 冠詞","限定","","","","","","","/ə/","/ə/","/ə/","","/ə/","/ə/","a","單音節","a","中文依名詞自然翻成「一本書」；量詞來自中文名詞搭配，不是 a 本身的意思。","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l1-p01","1","a1-u2-l1-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","TRUE","a1-u2-l1","這是一本書","This is a book.","這是一本書。","This is ...","a1-u2-l1-t04","4","book","book","book-general","word","book","book","書","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/bʊk/","/bʊk/","/bʊk/","","/bʊk/","/bʊk/","book","單音節","book","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l2-p01","2","a1-u2-l2-p01-s01","1","have-possession","have 表示擁有","A1","TRUE","a1-u2-l2","我有一枝筆","I have a pen.","我有一枝筆。","have 表示擁有","a1-u2-l2-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l2-p01","2","a1-u2-l2-p01-s01","1","have-possession","have 表示擁有","A1","TRUE","a1-u2-l2","我有一枝筆","I have a pen.","我有一枝筆。","have 表示擁有","a1-u2-l2-t02","2","have","have","have-general","word","have","have","有","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/hæv/","/hæv/","/hæv/","","/hæv/","/hæv/","have","單音節","have","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l2-p01","2","a1-u2-l2-p01-s01","1","have-possession","have 表示擁有","A1","TRUE","a1-u2-l2","我有一枝筆","I have a pen.","我有一枝筆。","have 表示擁有","a1-u2-l2-t03","3","a","a","a-general","word","a","a","一個","grammar","article 冠詞","article 冠詞","article 冠詞","限定","","","","","","","/ə/","/ə/","/ə/","","/ə/","/ə/","a","單音節","a","中文依名詞自然翻成「一本書」；量詞來自中文名詞搭配，不是 a 本身的意思。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l2-p01","2","a1-u2-l2-p01-s01","1","have-possession","have 表示擁有","A1","TRUE","a1-u2-l2","我有一枝筆","I have a pen.","我有一枝筆。","have 表示擁有","a1-u2-l2-t04","4","pen","pen","pen-general","word","pen","pen","筆","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/pɛn/","/pen/","/pen/","","/pɛn/","/pen/","pen","單音節","pen","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l3-p01","3","a1-u2-l3-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","FALSE","a1-u2-l3","那是我的包包","That is my bag.","那是我的包包。","That is ...","a1-u2-l3-t01","1","that","that","that-general","word","That","that","那個","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/ðæt/","/ðæt/","/ðæt/","","/ðæt/","/ðæt/","That","單音節","That","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l3-p01","3","a1-u2-l3-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","FALSE","a1-u2-l3","那是我的包包","That is my bag.","那是我的包包。","That is ...","a1-u2-l3-t02","2","is","be","be-identification","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l3-p01","3","a1-u2-l3-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","FALSE","a1-u2-l3","那是我的包包","That is my bag.","那是我的包包。","That is ...","a1-u2-l3-t03","3","my","my","my-possessive","word","my","my","我的","meaning","determiner 限定詞","determiner 限定詞","determiner 限定詞","限定","","","","","","","/maɪ/","/maɪ/","/maɪ/","","/maɪ/","/maɪ/","my","單音節","my","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l3-p01","3","a1-u2-l3-p01-s01","1","demonstrative-identification","This／That + be + 名詞","A1","FALSE","a1-u2-l3","那是我的包包","That is my bag.","那是我的包包。","That is ...","a1-u2-l3-t04","4","bag","bag","bag-general","word","bag","bag","包包","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/bæg/","/bæɡ/","/bæɡ/","","/bæg/","/bæɡ/","bag","單音節","bag","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l4-p01","4","a1-u2-l4-p01-s01","1","be-location","be + 地點表達","A1","TRUE","a1-u2-l4","手機在桌上","The cellphone is on the table.","手機在桌上。","on 表示在物體表面上","a1-u2-l4-t01","1","the-initial","the","the-definite-article","word","The","the","定冠詞（中文通常不翻譯）","grammar","article 冠詞","article 冠詞","article 冠詞","限定","","","","","","","/ðə/","/ðə/","/ðə/","","/ðə/","/ðə/","The","單音節","The","句首大寫形式；the 指雙方已知或特定的事物。","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l4-p01","4","a1-u2-l4-p01-s01","1","be-location","be + 地點表達","A1","TRUE","a1-u2-l4","手機在桌上","The cellphone is on the table.","手機在桌上。","on 表示在物體表面上","a1-u2-l4-t02","2","cellphone","cellphone","cellphone-general","word","cellphone","cellphone","手機","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈsɛlˌfon/","/ˈsel.foʊn/","/ˈsel.foʊn/","","/ˈsɛlˌfon/","/ˈsel.foʊn/","cell-phone","第一音節","cell・phone","意思接近 phone，但本課目標答案是 cellphone。","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l4-p01","4","a1-u2-l4-p01-s01","1","be-location","be + 地點表達","A1","TRUE","a1-u2-l4","手機在桌上","The cellphone is on the table.","手機在桌上。","on 表示在物體表面上","a1-u2-l4-t03","3","is","be","be-location-or-time","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l4-p01","4","a1-u2-l4-p01-s01","1","be-location","be + 地點表達","A1","TRUE","a1-u2-l4","手機在桌上","The cellphone is on the table.","手機在桌上。","on 表示在物體表面上","a1-u2-l4-t04","4","on","on","on-surface","word","on","on","在……上面","meaning","preposition 介系詞","preposition 介系詞","preposition 介系詞","位置關係","","","","","","","/ɑn/","/ɑːn/","/ɑːn/","","/ɑn/","/ɑːn/","on","單音節","on","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l4-p01","4","a1-u2-l4-p01-s01","1","be-location","be + 地點表達","A1","TRUE","a1-u2-l4","手機在桌上","The cellphone is on the table.","手機在桌上。","on 表示在物體表面上","a1-u2-l4-t05","5","the","the","the-definite-article","word","the","the","定冠詞（中文通常不翻譯）","grammar","article 冠詞","article 冠詞","article 冠詞","限定","","","","","","","/ðə/","/ðə/","/ðə/","","/ðə/","/ðə/","the","單音節","the","the 指雙方已知或特定的事物，中文通常不逐字翻譯。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u2","身邊物品","a1-u2-l4-p01","4","a1-u2-l4-p01-s01","1","be-location","be + 地點表達","A1","TRUE","a1-u2-l4","手機在桌上","The cellphone is on the table.","手機在桌上。","on 表示在物體表面上","a1-u2-l4-t06","6","table","table","table-general","word","table","table","桌子","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/ˈtebəl/","/ˈteɪ.bəl/","/ˈteɪ.bəl/","","/ˈtebəl/","/ˈteɪ.bəl/","ta-ble","第一音節","ta・ble","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l1-p01","1","a1-u3-l1-p01-s01","1","be-relationship","be + 人物關係","A1","TRUE","a1-u3-l1","她是我的太太","She is my wife.","她是我的太太。","She is ...","a1-u3-l1-t01","1","she","she","she-general","word","She","she","她","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/ʃi/","/ʃiː/","/ʃiː/","","/ʃi/","/ʃiː/","She","單音節","She","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l1-p01","1","a1-u3-l1-p01-s01","1","be-relationship","be + 人物關係","A1","TRUE","a1-u3-l1","她是我的太太","She is my wife.","她是我的太太。","She is ...","a1-u3-l1-t02","2","is","be","be-identification","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l1-p01","1","a1-u3-l1-p01-s01","1","be-relationship","be + 人物關係","A1","TRUE","a1-u3-l1","她是我的太太","She is my wife.","她是我的太太。","She is ...","a1-u3-l1-t03","3","my","my","my-possessive","word","my","my","我的","meaning","determiner 限定詞","determiner 限定詞","determiner 限定詞","限定","","","","","","","/maɪ/","/maɪ/","/maɪ/","","/maɪ/","/maɪ/","my","單音節","my","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l1-p01","1","a1-u3-l1-p01-s01","1","be-relationship","be + 人物關係","A1","TRUE","a1-u3-l1","她是我的太太","She is my wife.","她是我的太太。","She is ...","a1-u3-l1-t04","4","wife","wife","wife-general","word","wife","wife","太太／妻子","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/waɪf/","/waɪf/","/waɪf/","","/waɪf/","/waɪf/","wife","單音節","wife","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l2-p01","2","a1-u3-l2-p01-s01","1","be-relationship","be + 人物關係","A1","FALSE","a1-u3-l2","他是我的朋友","He is my friend.","他是我的朋友。","He is ...","a1-u3-l2-t01","1","he","he","he-general","word","He","he","他","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/hi/","/hiː/","/hiː/","","/hi/","/hiː/","He","單音節","He","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l2-p01","2","a1-u3-l2-p01-s01","1","be-relationship","be + 人物關係","A1","FALSE","a1-u3-l2","他是我的朋友","He is my friend.","他是我的朋友。","He is ...","a1-u3-l2-t02","2","is","be","be-identification","word","is","be","是","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/ɪz/","/ɪz/","/ɪz/","","/ɪz/","/ɪz/","is","單音節","is","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l2-p01","2","a1-u3-l2-p01-s01","1","be-relationship","be + 人物關係","A1","FALSE","a1-u3-l2","他是我的朋友","He is my friend.","他是我的朋友。","He is ...","a1-u3-l2-t03","3","my","my","my-possessive","word","my","my","我的","meaning","determiner 限定詞","determiner 限定詞","determiner 限定詞","限定","","","","","","","/maɪ/","/maɪ/","/maɪ/","","/maɪ/","/maɪ/","my","單音節","my","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l2-p01","2","a1-u3-l2-p01-s01","1","be-relationship","be + 人物關係","A1","FALSE","a1-u3-l2","他是我的朋友","He is my friend.","他是我的朋友。","He is ...","a1-u3-l2-t04","4","friend","friend","friend-general","word","friend","friend","朋友","meaning","noun 名詞","noun 名詞","noun 名詞","人／事物／時間","","","","","","","/frɛnd/","/frend/","/frend/","","/frɛnd/","/frend/","friend","單音節","friend","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l3-p01","3","a1-u3-l3-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u3-l3","我有兩個兄弟","I have two brothers.","我有兩個兄弟。","數字加複數名詞","a1-u3-l3-t01","1","i","i","i-general","word","I","I","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱","","","","","","","/aɪ/","/aɪ/","/aɪ/","","/aɪ/","/aɪ/","I","單音節","I","英文的 I 永遠要大寫。","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l3-p01","3","a1-u3-l3-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u3-l3","我有兩個兄弟","I have two brothers.","我有兩個兄弟。","數字加複數名詞","a1-u3-l3-t02","2","have","have","have-general","word","have","have","有","meaning","verb 動詞","verb 動詞","verb 動詞","動作／狀態","","","","","","","/hæv/","/hæv/","/hæv/","","/hæv/","/hæv/","have","單音節","have","","not_configured","pending","","","","pending","FALSE","FALSE","FALSE","FALSE","v3規則已通過；句中發音、音訊與授權待人工複核"
"A1","a1-u3","家人與人物","a1-u3-l3-p01","3","a1-u3-l3-p01-s01","1","have-possession","have 表示擁有","A1","FALSE","a1-u3-l3","我有兩個兄弟","I have two brothers.","我有兩個兄弟。","數字加複數名詞","a1-u3-l3-t03","3","two","two","two-general","word","two","two","兩個","meaning","number 數字","number 數字","number 數字","一般","","","","","","","/tu/","/tuː/","/tuː/","","/tu/","/tuː/","two","單音節","two","","not_configured","pending","","","","pending","TRUE","FALSE","FALSE","TRUE","v3規則已通過；句中發音、音訊與授權待人工複核"
