"level","unit_id","unit_title","passage_id","passage_order","sentence_id","sentence_order","sentence_pattern_id","pattern_name","pattern_cefr","is_new_sentence_pattern","lesson_id","lesson_title","sentence","translation","grammar","occurrence_id","token_order","token_id","lexeme_id","sense_id","type","answer","lemma","prompt","prompt_type","partOfSpeech","dictionary_pos","context_pos","semanticRole","chunk_id","chunk_text","chunk_translation","chunk_order","chunk_note","pattern_id","kk_us","ipa_us","ipa_standalone","ipa_in_sentence","kk","ipa","syllables","stress_syllable","display_syllables","note","audio_method","audio_status","word_audio_source","audio_source","sentence_audio_source","license","is_new_word","is_new_pattern","is_new_combination","is_new_content","qa_status"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t02","2","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","although-i-understand-your-concern","although I understand your concern","雖然我理解你的疑慮","1","先承認對方觀點，再提出自己的立場。","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t03","3","understand-understand-verb","understand","understand-verb-01","word","understand","understand","理解","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","although-i-understand-your-concern","although I understand your concern","雖然我理解你的疑慮","1","先承認對方觀點，再提出自己的立場。","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t04","4","your-your-determiner","your","your-determiner-01","word","your","your","你的","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","although-i-understand-your-concern","although I understand your concern","雖然我理解你的疑慮","1","先承認對方觀點，再提出自己的立場。","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t05","5","concern-concern-noun","concern","concern-noun-01","word","concern","concern","疑慮","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","although-i-understand-your-concern","although I understand your concern","雖然我理解你的疑慮","1","先承認對方觀點，再提出自己的立場。","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t06","6","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","","","","","","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t07","7","support-support-verb","support","support-verb-01","word","support","support","支持","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","","","","","","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t08","8","the-the-determiner","the","the-determiner-01","word","the","the","定冠詞（中文通常不翻譯）","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","","","","","","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l02-s01","2","b2-u01-l02-pattern","concession before a position","B2","TRUE","b2-u01-l02","承認疑慮後表態","Although I understand your concern I support the change.","雖然我理解你的疑慮，但我支持這項改變。","concession before a position","b2-u01-l02-p01-s01-t09","9","change-change-noun","change","change-noun-01","word","change","change","更改","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b2-u01-l02-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t01","1","the-the-determiner","the","the-determiner-01","word","The","the","定冠詞（中文通常不翻譯）","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","","","","","","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","FALSE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t02","2","main-main-adjective","main","main-adjective-01","word","main","main","主要的","meaning","adjective 形容詞","adjective 形容詞","adjective 形容詞","特徵描述","","","","","","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t03","3","issue-issue-noun","issue","issue-noun-01","word","issue","issue","問題","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t04","4","is-is-auxiliary","is","is-auxiliary-01","word","is","is","是","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","","","","","","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t05","5","whether-whether-conjunction","whether","whether-conjunction-01","word","whether","whether","是否","grammar","conjunction 連接詞","conjunction 連接詞","conjunction 連接詞","子句連接","whether-the-plan-will-remain-effective","whether the plan will remain effective","方案是否會持續有效","1","whether 引出需要判斷的兩種可能。","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t06","6","the-the-determiner","the","the-determiner-01","word","the","the","定冠詞（中文通常不翻譯）","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","whether-the-plan-will-remain-effective","whether the plan will remain effective","方案是否會持續有效","1","whether 引出需要判斷的兩種可能。","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t07","7","plan-plan-noun","plan","plan-noun-01","word","plan","plan","方案／計畫","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","whether-the-plan-will-remain-effective","whether the plan will remain effective","方案是否會持續有效","1","whether 引出需要判斷的兩種可能。","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t08","8","will-will-auxiliary","will","will-auxiliary-01","word","will","will","將會","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","whether-the-plan-will-remain-effective","whether the plan will remain effective","方案是否會持續有效","1","whether 引出需要判斷的兩種可能。","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t09","9","remain-remain-verb","remain","remain-verb-01","word","remain","remain","持續保持","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","whether-the-plan-will-remain-effective","whether the plan will remain effective","方案是否會持續有效","1","whether 引出需要判斷的兩種可能。","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l03-s01","3","b2-u01-l03-pattern","whether clause as complement","B2","TRUE","b2-u01-l03","指出核心判斷","The main issue is whether the plan will remain effective.","主要問題是這個方案是否會持續有效。","whether clause as complement","b2-u01-l03-p01-s01-t10","10","effective-effective-adjective","effective","effective-adjective-01","word","effective","effective","有效的","meaning","adjective 形容詞","adjective 形容詞","adjective 形容詞","特徵描述","whether-the-plan-will-remain-effective","whether the plan will remain effective","方案是否會持續有效","1","whether 引出需要判斷的兩種可能。","b2-u01-l03-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t01","1","i-i-pronoun","i","i-pronoun-01","word","I","i","我","meaning","pronoun 代名詞","pronoun 代名詞","pronoun 代名詞","指稱或限定","i-would-argue-that","I would argue that","我會主張","1","用 would 降低語氣強度並提出論點。","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t02","2","would-would-auxiliary","would","would-auxiliary-01","word","would","would","會；用於假設或委婉表達","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","i-would-argue-that","I would argue that","我會主張","1","用 would 降低語氣強度並提出論點。","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t03","3","argue-argue-verb","argue","argue-verb-01","word","argue","argue","主張","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","i-would-argue-that","I would argue that","我會主張","1","用 would 降低語氣強度並提出論點。","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","TRUE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t04","4","that-that-determiner","that","that-determiner-01","word","that","that","那個／用來連接子句","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","i-would-argue-that","I would argue that","我會主張","1","用 would 降低語氣強度並提出論點。","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","TRUE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t05","5","education-education-noun","education","education-noun-01","word","education","education","教育","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t06","6","should-should-auxiliary","should","should-auxiliary-01","word","should","should","應該","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","","","","","","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t07","7","encourage-encourage-verb","encourage","encourage-verb-01","word","encourage","encourage","鼓勵","meaning","verb 動詞","verb 動詞","verb 動詞","動作或狀態","","","","","","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t08","8","independent-independent-adjective","independent","independent-adjective-01","word","independent","independent","獨立的","meaning","adjective 形容詞","adjective 形容詞","adjective 形容詞","特徵描述","","","","","","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B2","b2-u01","深入表達觀點與立場","b2-u01-p01","1","b2-u01-l04-s01","4","b2-u01-l04-pattern","hedged argument with would","B2","TRUE","b2-u01-l04","提出可辯護的主張","I would argue that education should encourage independent thinking.","我會主張教育應該鼓勵獨立思考。","hedged argument with would","b2-u01-l04-p01-s01-t09","9","thinking-thinking-noun","thinking","thinking-noun-01","word","thinking","thinking","思考","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b2-u01-l04-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","TRUE","FALSE","FALSE","TRUE","pilot_review_required"
"B2","b2-u02","比較方案、優點與缺點","b2-u02-p01","1","b2-u02-l01-s01","1","b2-u02-l01-pattern","contrast with whereas","B2","TRUE","b2-u02-l01","對照兩個方案","This option is more flexible whereas the other is cheaper.","這個方案比較有彈性，而另一個比較便宜。","contrast with whereas","b2-u02-l01-p01-s01-t01","1","this-this-determiner","this","this-determiner-01","word","This","this","這個","grammar","determiner 限定詞","determiner 限定詞","determiner 限定詞","指稱或限定","","","","","","b2-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","TRUE","FALSE","TRUE","pilot_review_required"
"B2","b2-u02","比較方案、優點與缺點","b2-u02-p01","1","b2-u02-l01-s01","1","b2-u02-l01-pattern","contrast with whereas","B2","TRUE","b2-u02-l01","對照兩個方案","This option is more flexible whereas the other is cheaper.","這個方案比較有彈性，而另一個比較便宜。","contrast with whereas","b2-u02-l01-p01-s01-t02","2","option-option-noun","option","option-noun-01","word","option","option","選項／方案","meaning","noun 名詞","noun 名詞","noun 名詞","核心內容","","","","","","b2-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u02","比較方案、優點與缺點","b2-u02-p01","1","b2-u02-l01-s01","1","b2-u02-l01-pattern","contrast with whereas","B2","TRUE","b2-u02-l01","對照兩個方案","This option is more flexible whereas the other is cheaper.","這個方案比較有彈性，而另一個比較便宜。","contrast with whereas","b2-u02-l01-p01-s01-t03","3","is-is-auxiliary","is","is-auxiliary-01","word","is","is","是","grammar","auxiliary verb 助動詞","auxiliary verb 助動詞","auxiliary verb 助動詞","動作或狀態","","","","","","b2-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
"B2","b2-u02","比較方案、優點與缺點","b2-u02-p01","1","b2-u02-l01-s01","1","b2-u02-l01-pattern","contrast with whereas","B2","TRUE","b2-u02-l01","對照兩個方案","This option is more flexible whereas the other is cheaper.","這個方案比較有彈性，而另一個比較便宜。","contrast with whereas","b2-u02-l01-p01-s01-t04","4","more-more-adverb","more","more-adverb-01","word","more","more","更多／更","meaning","adverb 副詞","adverb 副詞","adverb 副詞","時間、方式或程度","","","","","","b2-u02-l01-pattern","","","","","","","","","","","web_speech_fallback","pending","","","","","FALSE","FALSE","FALSE","FALSE","pilot_review_required"
